experiment,shadow_condition,phase,round,agent,provider,temperature,base_name,explicit_history_keywords_count,explicit_history_keywords_present,explicit_history_keywords_keywords,opponent_behavior_tracking_count,opponent_behavior_tracking_present,opponent_behavior_tracking_keywords,reciprocity_concepts_count,reciprocity_concepts_present,reciprocity_concepts_keywords,trust_betrayal_count,trust_betrayal_present,trust_betrayal_keywords,pattern_recognition_count,pattern_recognition_present,pattern_recognition_keywords,history_awareness_score,has_history_awareness,is_first_round,first_round_no_history
experiment_20250826_151104,0.05,1,19,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,3,True,history; previous round; last round,1,True,the opponent has,1,True,retaliate,0,False,,2,True,pattern; consistent,7,True,False,False
experiment_20250826_151104,0.05,1,20,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,2,True,history; last round,1,True,the opponent has,0,False,,0,False,,2,True,pattern; appears to be,5,True,False,False
experiment_20250826_151104,0.05,1,21,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,3,True,history; last round; before,1,True,the opponent has,1,True,retaliate,2,True,trust; betrayal,1,True,pattern,8,True,False,False
experiment_20250826_151104,0.05,1,22,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,2,True,history; before,1,True,they cooperated,2,True,reciprocate; retaliate,2,True,trust; established trust,1,True,pattern,8,True,False,False
experiment_20250826_151104,0.05,1,23,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,3,True,history; last move; history shows,2,True,opponent defected; the opponent has,2,True,retaliate; based on their,1,True,trust,3,True,pattern; consistent; appears to be,11,True,False,False
experiment_20250826_151104,0.05,1,24,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,3,True,history; last round; history shows,1,True,they defected,1,True,retaliate,0,False,,2,True,pattern; consistent,7,True,False,False
experiment_20250826_151104,0.05,1,25,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,last round,1,True,the opponent has,2,True,retaliate; based on their,0,False,,3,True,pattern; consistent; strategy is,7,True,False,False
experiment_20250826_151104,0.05,1,26,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,1,True,retaliate,1,True,trust,2,True,pattern; appears to be,4,True,False,False
experiment_20250826_151104,0.05,1,1,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,history,0,False,,0,False,,0,False,,0,False,,1,True,True,True
experiment_20250826_151104,0.05,1,2,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,history,0,False,,1,True,tit for tat,0,False,,1,True,pattern,3,True,False,False
experiment_20250826_151104,0.05,1,3,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,2,True,history; last move,0,False,,0,False,,1,True,trust,3,True,pattern; consistent; strategy is,6,True,False,False
experiment_20250826_151104,0.05,1,4,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,3,True,history; previous round; last round,1,True,opponent defected,1,True,retaliate,1,True,trust,2,True,pattern; consistent,8,True,False,False
experiment_20250826_151104,0.05,1,5,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,2,True,history; last round,2,True,opponent cooperated; opponent defected,1,True,reciprocate,1,True,trust,0,False,,6,True,False,False
experiment_20250826_151104,0.05,1,6,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,2,True,history; last round,1,True,opponent defected,1,True,reciprocate,1,True,trust,3,True,pattern; consistent; strategy seems,8,True,False,False
experiment_20250826_151104,0.05,1,7,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,history,4,True,opponent defected; they cooperated; they defected; the opponent has,0,False,,2,True,trust; betrayal,1,True,consistent,8,True,False,False
experiment_20250826_151104,0.05,1,8,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,history,2,True,opponent defected; they cooperated,2,True,retaliate; respond to,0,False,,1,True,consistent,6,True,False,False
experiment_20250826_151104,0.05,1,9,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,history,2,True,they defected; the opponent has,2,True,reciprocate; retaliate,0,False,,1,True,pattern,6,True,False,False
experiment_20250826_151104,0.05,1,10,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,3,True,history; previous round; before,3,True,opponent cooperated; opponent defected; the opponent has,1,True,retaliate,2,True,trust; betrayal,2,True,pattern; consistent,11,True,False,False
experiment_20250826_151104,0.05,1,11,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,history,2,True,opponent defected; they defected,0,False,,0,False,,2,True,pattern; alternating,5,True,False,False
experiment_20250826_151104,0.05,1,12,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,history,2,True,opponent cooperated; opponent defected,1,True,retaliate,0,False,,2,True,pattern; consistent,6,True,False,False
experiment_20250826_151104,0.05,1,13,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,2,True,history; past move,2,True,opponent cooperated; they defected,2,True,retaliate; tit for tat,0,False,,3,True,pattern; alternating; strategy seems,9,True,False,False
experiment_20250826_151104,0.05,1,14,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,history,2,True,opponent defected; they cooperated,1,True,retaliate,1,True,trust,1,True,consistent,6,True,False,False
experiment_20250826_151104,0.05,1,15,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,history,1,True,opponent defected,1,True,retaliate,1,True,betrayal,1,True,pattern,5,True,False,False
experiment_20250826_151104,0.05,1,16,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,history,3,True,opponent cooperated; opponent defected; opponent tends,1,True,reciprocate,0,False,,2,True,pattern; consistent,7,True,False,False
experiment_20250826_151104,0.05,1,17,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,history,1,True,opponent cooperated,0,False,,1,True,trust,2,True,pattern; alternating,5,True,False,False
experiment_20250826_151104,0.05,1,1,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,1,True,reciprocate,0,False,,0,False,,1,True,True,True
experiment_20250826_151104,0.05,1,2,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,0,False,,1,True,consistent,1,True,False,False
experiment_20250826_151104,0.05,1,3,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,1,True,they defected,1,True,reciprocate,0,False,,1,True,alternating,3,True,False,False
experiment_20250826_151104,0.05,1,4,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,0,False,,1,True,pattern,1,True,False,False
experiment_20250826_151104,0.05,1,5,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,0,False,,3,True,pattern; consistent; alternating,3,True,False,False
experiment_20250826_151104,0.05,1,8,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,0,False,,1,True,consistent,1,True,False,False
experiment_20250826_151104,0.05,1,12,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,1,True,opponent defected,0,False,,0,False,,2,True,pattern; consistent,3,True,False,False
experiment_20250826_151104,0.05,1,14,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,1,True,last move,1,True,the opponent has,0,False,,0,False,,1,True,consistent,3,True,False,False
experiment_20250826_151104,0.05,1,15,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,3,True,history; before; history shows,0,False,,0,False,,0,False,,0,False,,3,True,False,False
experiment_20250826_151104,0.05,1,1,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,history,0,False,,0,False,,0,False,,2,True,pattern; strategy is,3,True,True,True
experiment_20250826_151104,0.05,1,2,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,history,1,True,they defected,2,True,retaliate; mirror,0,False,,2,True,pattern; consistent,6,True,False,False
experiment_20250826_151104,0.05,1,3,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,0,False,,0,False,,1,True,retaliate,2,True,trust; betrayal,1,True,alternating,4,True,False,False
experiment_20250826_151104,0.05,1,4,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,history,0,False,,2,True,reciprocate; retaliate,1,True,trust,1,True,strategy is,5,True,False,False
experiment_20250826_151104,0.05,1,5,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,history,0,False,,2,True,retaliate; mirror,1,True,trust,2,True,pattern; strategy is,6,True,False,False
experiment_20250826_151104,0.05,1,6,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,2,True,history; last round,1,True,they cooperated,0,False,,0,False,,2,True,pattern; strategy is,5,True,False,False
experiment_20250826_151104,0.05,1,7,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,history,0,False,,1,True,retaliate,0,False,,2,True,pattern; appears to be,4,True,False,False
experiment_20250826_151104,0.05,1,8,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,3,True,history; last round; history shows,2,True,opponent cooperated; opponent defected,0,False,,0,False,,2,True,pattern; appears to be,7,True,False,False
experiment_20250826_151104,0.05,1,9,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,0,False,,1,True,they defected,2,True,retaliate; based on their,0,False,,2,True,pattern; strategy is,5,True,False,False
experiment_20250826_151104,0.05,1,10,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,history,0,False,,1,True,retaliate,0,False,,2,True,consistent; strategy is,4,True,False,False
experiment_20250826_151104,0.05,1,11,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,2,True,history; last round,1,True,they defected,1,True,retaliate,1,True,trust,2,True,consistent; strategy is,7,True,False,False
experiment_20250826_151104,0.05,1,12,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,history,1,True,the opponent has,0,False,,2,True,trust; established trust,1,True,pattern,5,True,False,False
experiment_20250826_151104,0.05,1,13,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,3,True,history; last round; history shows,1,True,the opponent has,1,True,retaliate,1,True,trust,2,True,pattern; consistent,8,True,False,False
experiment_20250826_151104,0.05,1,14,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,2,True,last round; last move,2,True,opponent defected; the opponent has,1,True,retaliate,0,False,,2,True,pattern; consistent,7,True,False,False
experiment_20250826_151104,0.05,1,15,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,2,True,history; last round,2,True,the opponent has; opponent tends,0,False,,0,False,,3,True,pattern; consistent; strategy is,7,True,False,False
experiment_20250826_151104,0.05,1,16,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,3,True,history; previous round; last round,2,True,they cooperated; they defected,1,True,based on their,0,False,,2,True,pattern; appears to be,8,True,False,False
experiment_20250826_151104,0.05,1,17,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,3,True,history; previous round; last round,0,False,,0,False,,1,True,trust,2,True,pattern; strategy is,6,True,False,False
experiment_20250826_151104,0.05,1,18,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,history,0,False,,0,False,,3,True,trust; reliable; established trust,2,True,pattern; consistent,6,True,False,False
experiment_20250826_151104,0.05,1,19,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,2,True,history; last move,1,True,the opponent has,0,False,,2,True,trust; established trust,2,True,pattern; consistent,7,True,False,False
experiment_20250826_151104,0.05,1,1,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,history,0,False,,1,True,retaliate,1,True,trust,1,True,pattern,4,True,True,True
experiment_20250826_151104,0.05,1,2,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,history,0,False,,0,False,,1,True,trust,0,False,,2,True,False,False
experiment_20250826_151104,0.05,1,3,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,history,1,True,the opponent has,1,True,mirror,1,True,trust,3,True,pattern; consistent; strategy is,7,True,False,False
experiment_20250826_151104,0.05,1,4,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,2,True,history; before,1,True,opponent defected,0,False,,2,True,trust; betrayal,1,True,strategy is,6,True,False,False
experiment_20250826_151104,0.05,1,5,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,1,True,the opponent has,1,True,retaliate,1,True,trust,1,True,strategy seems,4,True,False,False
experiment_20250826_151104,0.05,1,6,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,2,True,history; before,2,True,they defected; the opponent has,1,True,retaliate,1,True,trust,2,True,pattern; appears to be,8,True,False,False
experiment_20250826_151104,0.05,1,7,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,last move,3,True,opponent defected; they cooperated; they defected,1,True,retaliate,0,False,,4,True,pattern; consistent; alternating; strategy is,9,True,False,False
experiment_20250826_151104,0.05,1,8,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,2,True,last round; last move,0,False,,0,False,,2,True,trust; betrayal,3,True,pattern; alternating; strategy is,7,True,False,False
experiment_20250826_151104,0.05,1,9,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,3,True,history; last round; history shows,0,False,,1,True,reciprocate,1,True,trust,1,True,alternating,6,True,False,False
experiment_20250826_151104,0.05,1,10,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,last round,1,True,they defected,0,False,,0,False,,5,True,pattern; consistent; strategy seems; appears to be; strategy is,7,True,False,False
experiment_20250826_151104,0.05,1,11,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,last round,0,False,,1,True,retaliate,1,True,betrayal,2,True,pattern; appears to be,5,True,False,False
experiment_20250826_151104,0.05,1,12,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,4,True,history; last round; last move; history shows,2,True,they defected; the opponent has,2,True,reciprocate; retaliate,2,True,trust; trustworthy,2,True,pattern; strategy is,12,True,False,False
experiment_20250826_151104,0.05,1,13,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,3,True,history; last round; history shows,0,False,,0,False,,1,True,trust,3,True,pattern; consistent; strategy is,7,True,False,False
experiment_20250826_151104,0.05,1,14,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,2,True,history; prior round,1,True,they defected,2,True,reciprocate; retaliate,0,False,,2,True,consistent; strategy is,7,True,False,False
experiment_20250826_151104,0.05,1,15,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,3,True,history; previous round; last round,1,True,the opponent has,1,True,retaliate,0,False,,2,True,pattern; strategy is,7,True,False,False
experiment_20250826_151104,0.05,1,16,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,3,True,previous round; last round; before,3,True,they cooperated; they defected; the opponent has,0,False,,0,False,,2,True,pattern; consistent,8,True,False,False
experiment_20250826_151104,0.05,1,1,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,history,0,False,,1,True,reciprocate,0,False,,1,True,strategy is,3,True,True,True
experiment_20250826_151104,0.05,1,2,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,history,2,True,they defected; my opponent chose,1,True,mirror,0,False,,1,True,pattern,5,True,False,False
experiment_20250826_151104,0.05,1,3,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,2,True,history; last move,2,True,they cooperated; they defected,2,True,retaliate; copy,1,True,trust,2,True,pattern; strategy is,9,True,False,False
experiment_20250826_151104,0.05,1,4,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,history,3,True,opponent defected; they cooperated; the opponent has,1,True,retaliate,1,True,trust,3,True,pattern; appears to be; strategy is,9,True,False,False
experiment_20250826_151104,0.05,1,5,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,2,True,last round; last move,1,True,opponent defected,2,True,retaliate; copy,2,True,trust; trustworthy,3,True,pattern; consistent; strategy is,10,True,False,False
experiment_20250826_151104,0.05,1,6,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,3,True,history; last round; last move,3,True,they cooperated; they defected; the opponent has,2,True,copy; mirror,0,False,,3,True,pattern; alternating; strategy is,11,True,False,False
experiment_20250826_151104,0.05,1,7,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,history,0,False,,0,False,,0,False,,2,True,pattern; strategy is,3,True,False,False
experiment_20250826_151104,0.05,1,8,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,2,True,history; last round,1,True,they cooperated,2,True,retaliate; based on their,1,True,trust,4,True,pattern; strategy seems; appears to be; strategy is,10,True,False,False
experiment_20250826_151104,0.05,1,9,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,history,0,False,,2,True,reciprocate; retaliate,1,True,trust,2,True,pattern; consistent,6,True,False,False
experiment_20250826_151104,0.05,1,10,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,2,True,history; last move,0,False,,1,True,retaliate,1,True,trust,2,True,consistent; strategy is,6,True,False,False
experiment_20250826_151104,0.05,1,11,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,3,True,history; previous round; last round,3,True,they cooperated; they defected; opponent tends,0,False,,0,False,,2,True,pattern; always defects,8,True,False,False
experiment_20250826_151104,0.05,1,12,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,history,1,True,the opponent has,0,False,,2,True,trust; established trust,3,True,consistent; alternating; strategy is,7,True,False,False
experiment_20250826_151104,0.05,1,13,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,2,True,history; last round,1,True,opponent defected,1,True,retaliate,0,False,,1,True,pattern,5,True,False,False
experiment_20250826_151104,0.05,1,14,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,3,True,history; previous round; last round,1,True,the opponent has,2,True,retaliate; based on their,0,False,,3,True,pattern; consistent; strategy is,9,True,False,False
experiment_20250826_151104,0.05,1,15,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,2,True,previous round; last round,2,True,they cooperated; the opponent has,0,False,,2,True,trust; established trust,1,True,pattern,7,True,False,False
experiment_20250826_151104,0.05,1,16,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,2,True,last move; past move,0,False,,2,True,retaliate; following their,0,False,,3,True,pattern; consistent; strategy is,7,True,False,False
experiment_20250826_151104,0.05,1,17,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,history,1,True,opponent defected,2,True,retaliate; tit for tat,2,True,trust; established trust,3,True,pattern; consistent; strategy is,9,True,False,False
experiment_20250826_151104,0.05,1,18,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,3,True,previous round; last round; before,2,True,they cooperated; they defected,0,False,,0,False,,2,True,pattern; consistent,7,True,False,False
experiment_20250826_151104,0.05,1,19,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,history,0,False,,1,True,retaliate,1,True,trust,1,True,pattern,4,True,False,False
experiment_20250826_151104,0.05,1,20,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,4,True,history; previous round; last round; last move,1,True,the opponent has,0,False,,0,False,,2,True,pattern; consistent,7,True,False,False
experiment_20250826_151104,0.05,1,21,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,history,1,True,the opponent has,0,False,,3,True,trust; reliable; established trust,2,True,consistent; strategy is,7,True,False,False
experiment_20250826_151104,0.05,1,22,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,history,1,True,the opponent has,0,False,,2,True,trust; reliable,4,True,pattern; consistent; alternating; strategy is,8,True,False,False
experiment_20250826_151104,0.05,1,23,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,3,True,history; previous round; last round,2,True,opponent defected; the opponent has,2,True,retaliate; mirror,1,True,trust,2,True,pattern; strategy is,10,True,False,False
experiment_20250826_151104,0.05,1,24,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,2,True,history; earlier round,0,False,,0,False,,0,False,,3,True,pattern; consistent; strategy is,5,True,False,False
experiment_20250826_151104,0.05,1,25,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,4,True,history; previous round; last move; before,0,False,,2,True,reciprocate; retaliate,2,True,trust; trustworthy,2,True,pattern; consistent,10,True,False,False
experiment_20250826_151104,0.05,1,26,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,3,True,history; last round; last move,1,True,they cooperated,1,True,retaliate,0,False,,1,True,pattern,6,True,False,False
experiment_20250826_151104,0.05,1,27,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,history,1,True,the opponent has,1,True,retaliate,1,True,trust,2,True,consistent; strategy is,6,True,False,False
experiment_20250826_151104,0.05,1,1,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,history,0,False,,0,False,,1,True,trust,1,True,consistent,3,True,True,True
experiment_20250826_151104,0.05,1,2,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,2,True,history; last move,1,True,opponent defected,1,True,retaliate,0,False,,0,False,,4,True,False,False
experiment_20250826_151104,0.05,1,1,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,1,True,history,0,False,,0,False,,0,False,,0,False,,1,True,True,True
experiment_20250826_151104,0.05,1,2,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,1,True,reciprocate,0,False,,0,False,,1,True,False,False
experiment_20250826_151104,0.05,1,4,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,1,True,opponent cooperated,1,True,reciprocate,0,False,,0,False,,2,True,False,False
experiment_20250826_151104,0.05,1,5,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,0,False,,0,False,,0,False,False,False
experiment_20250826_151104,0.05,1,6,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,0,False,,0,False,,0,False,False,False
experiment_20250826_151104,0.05,1,7,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,0,False,,0,False,,0,False,False,False
experiment_20250826_151104,0.05,1,8,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,2,True,they defected; the opponent has,1,True,reciprocate,0,False,,0,False,,3,True,False,False
experiment_20250826_151104,0.05,1,9,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,1,True,opponent defected,1,True,reciprocate,0,False,,0,False,,2,True,False,False
experiment_20250826_151104,0.05,1,10,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,0,False,,1,True,consistent,1,True,False,False
experiment_20250826_151104,0.05,1,11,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,1,True,reciprocate,0,False,,1,True,consistent,2,True,False,False
experiment_20250826_151104,0.05,1,12,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,1,True,respond to,0,False,,1,True,consistent,2,True,False,False
experiment_20250826_151104,0.05,1,13,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,0,False,,1,True,consistent,1,True,False,False
experiment_20250826_151104,0.05,1,14,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,1,True,opponent defected,1,True,reciprocate,0,False,,1,True,consistent,3,True,False,False
experiment_20250826_151104,0.05,1,1,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,history,0,False,,0,False,,0,False,,1,True,pattern,2,True,True,True
experiment_20250826_151104,0.05,1,2,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,history,2,True,they defected; my opponent chose,2,True,retaliate; mirror,0,False,,1,True,consistent,6,True,False,False
experiment_20250826_151104,0.05,1,3,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,0,False,,1,True,they defected,1,True,retaliate,1,True,trust,2,True,pattern; consistent,5,True,False,False
experiment_20250826_151104,0.05,1,4,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,history,1,True,they defected,0,False,,0,False,,3,True,pattern; always defects; strategy is,5,True,False,False
experiment_20250826_151104,0.05,1,5,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,history,1,True,the opponent has,1,True,respond to,0,False,,2,True,pattern; appears to be,5,True,False,False
experiment_20250826_151104,0.05,1,6,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,0,False,,1,True,they defected,1,True,respond to,0,False,,2,True,pattern; appears to be,4,True,False,False
experiment_20250826_151104,0.05,1,7,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,history,1,True,they defected,1,True,respond to,0,False,,2,True,pattern; consistent,5,True,False,False
experiment_20250826_151104,0.05,1,8,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,history,1,True,they defected,0,False,,0,False,,1,True,consistent,3,True,False,False
experiment_20250826_151104,0.05,1,9,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,history,0,False,,1,True,reciprocate,0,False,,1,True,appears to be,3,True,False,False
experiment_20250826_151104,0.05,1,1,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,history,0,False,,0,False,,0,False,,1,True,strategy is,2,True,True,True
experiment_20250826_151104,0.05,1,2,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,history,0,False,,1,True,reciprocate,1,True,trust,1,True,strategy is,4,True,False,False
experiment_20250826_151104,0.05,1,3,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,2,True,opponent defected; the opponent has,1,True,retaliate,0,False,,1,True,strategy is,4,True,False,False
experiment_20250826_151104,0.05,1,4,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,1,True,retaliate,2,True,betrayed; betrayal,1,True,consistent,4,True,False,False
experiment_20250826_151104,0.05,1,5,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,1,True,the opponent has,0,False,,1,True,betrayal,1,True,pattern,3,True,False,False
experiment_20250826_151104,0.05,1,6,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,history,0,False,,1,True,reciprocate,0,False,,4,True,pattern; consistent; strategy seems; appears to be,6,True,False,False
experiment_20250826_151104,0.05,1,7,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,history,2,True,opponent defected; the opponent has,1,True,reciprocate,0,False,,3,True,pattern; consistent; appears to be,7,True,False,False
experiment_20250826_151104,0.05,1,8,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,history,2,True,they cooperated; they defected,0,False,,0,False,,4,True,pattern; consistent; strategy seems; appears to be,7,True,False,False
experiment_20250826_151104,0.05,1,9,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,history,2,True,opponent defected; the opponent has,1,True,respond to,1,True,betrayal,2,True,pattern; strategy is,7,True,False,False
experiment_20250826_151104,0.05,1,10,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,2,True,they defected; the opponent has,2,True,reciprocate; retaliate,0,False,,2,True,consistent; appears to be,6,True,False,False
experiment_20250826_151104,0.05,1,11,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,2,True,they defected; the opponent has,0,False,,0,False,,3,True,pattern; consistent; appears to be,5,True,False,False
experiment_20250826_151104,0.05,1,12,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,history,3,True,opponent defected; they defected; the opponent has,1,True,retaliate,1,True,trust,3,True,pattern; consistent; appears to be,9,True,False,False
